Epoch,Accuracy,Loss,F1
1,0.3161764705882353,306.89072074142155,0.30920058501180336
2,0.35784313725490197,250.31259574142157,0.35561342592592593
3,0.4117647058823529,192.2997855392157,0.4117505707076775
4,0.696078431372549,62.83975279564951,0.6693506221896894
5,0.6323529411764706,81.15283203125,0.6135485337576723
6,0.6936274509803921,77.85458792892157,0.6629993061750421
7,0.7549019607843137,48.60706763174019,0.721120984278879
8,0.5931372549019608,95.15608723958333,0.5792978358635426
9,0.6642156862745098,83.53650620404412,0.6422953610259626
10,0.6740196078431373,66.54250440410539,0.6508984231756509
11,0.8921568627450981,14.026993097043505,0.8580465587044535
12,0.9068627450980392,12.083348891314339,0.8696485623003195
13,0.9411764705882353,10.007533054725796,0.9151384892709813
14,0.9362745098039216,9.5583298627068,0.9108121742054818
15,0.9411764705882353,9.559416527841606,0.9157952669235002
16,0.9558823529411765,7.305521647135417,0.9358490566037736
17,0.9705882352941176,8.40266867244945,0.9557995088834321
18,0.9705882352941176,8.602276371974572,0.9550264550264551
19,0.9705882352941176,7.364859786688113,0.956171446986787
20,0.9607843137254902,7.05833225624234,0.9425169948223029
21,0.9705882352941176,6.274439194623162,0.9557995088834321
22,0.9509803921568627,7.851067636527267,0.9215112923704359
23,0.9558823529411765,7.546222761565564,0.9331269349845202
24,0.9656862745098039,7.577595430261948,0.9504974520747391
25,0.9705882352941176,5.847646077473958,0.9537886510363575
26,0.9681372549019608,5.246315152037377,0.9527167372409182
27,0.9803921568627451,5.650078268612132,0.970780964657858
28,0.9583333333333334,8.739919026692709,0.9401237925051149
29,0.9656862745098039,5.824647791245404,0.9492897727272727
30,0.9730392156862745,4.606429455327053,0.9582181259600615
31,0.9754901960784313,4.002087162990196,0.9640731217639391
32,0.9803921568627451,3.684097589231005,0.9702786377708978
33,0.9656862745098039,3.6772843903186274,0.9475308641975309
34,0.9509803921568627,8.117240756165748,0.9287211740041929
35,0.9656862745098039,3.574672025792739,0.9479876160990712
36,0.9534313725490197,11.031081255744486,0.9340945223298165
37,0.9705882352941176,4.0142864152496935,0.9557995088834321
38,0.9387254901960784,15.910026999080882,0.9145549738219896
39,0.9754901960784313,8.680885464537377,0.9634762058223224
40,0.9779411764705882,7.373852299708946,0.9672654334744819
41,0.9705882352941176,5.855393952014399,0.9557995088834321
42,0.9656862745098039,3.8471832275390625,0.9484327603640041
43,0.9681372549019608,5.397252699908088,0.9531046921832311
44,0.9754901960784313,4.067170386220894,0.9618434834655095
45,0.9705882352941176,5.1653705671721815,0.9546246524559778
46,0.9681372549019608,4.7406463623046875,0.9519107847137223
47,0.9754901960784313,6.090833476945465,0.96316625740286
48,0.9681372549019608,3.9496612548828125,0.9519107847137223
49,0.9730392156862745,4.544684914981618,0.9596544377421588
50,0.9681372549019608,5.818502388748468,0.9534830692053358
